,id_no,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
1544,1544,341,3.56,471,0,3800.1,987.479,22.91198821,15.887695650646801,29.26207143,0.19128837399999998
1545,1545,309,2.27,655,273,3649.44,1033.105,22.43604196,16.22474388093572,27.0627597,0.15717190311837853
1546,1546,341,2.27,264,175,3400.1,1323.896,22.1195327,18.43894762,27.07074828,0.15351326441023155
1547,1547,285,2.27,264,19,3823.66,909.559,20.76735604,16.271790539030256,29.26207143,0.1282595488502078
1548,1548,333,3.52,648,202,3620.54,830.74,23.32767857,16.53922497870144,27.52905119,0.1769504599466222
1549,1549,226,2.27,655,146,4946.8,1323.896,21.72534185,15.738080410847063,29.26207143,0.116674048
1550,1550,306,3.15,655,390,4480.53,1323.896,21.15291732,15.692692999999998,29.26207143,0.1583547528088008
1551,1551,341,4.52,655,332,3521.77,694.928,21.58272744,16.327260259794738,29.26207143,0.18308168845201714
1552,1552,331,2.57,314,0,3677.63,803.178,23.32767857,15.87687921509162,27.12108495,0.116674048
1553,1553,308,4.4,264,0,3400.1,649.993,22.29152497,18.43894762,27.82176903,0.14991232661676276
1554,1554,341,3.66,264,341,3400.1,862.793,20.77055483,18.339105294688125,27.74615549,0.116674048
1555,1555,341,3.8,611,231,3400.1,926.642,23.00164649,18.43894762,29.03950188,0.116674048
1556,1556,329,2.27,655,381,3543.06,1323.896,23.32767857,17.321322085975538,29.11865517,0.1253898365774055
1557,1557,312,2.27,264,266,4998.59,1323.896,23.32767857,16.52627910130175,29.26207143,0.15376803433507175
1558,1558,239,5.53,534,0,4911.36,936.188,21.2991819,16.08332486507714,28.22152979,0.1502930378871387
1559,1559,331,2.27,264,304,5320.75,1278.89,22.93116887,15.735715773533832,27.61488371,0.15653304838797807
1560,1560,283,3.19,264,231,3400.1,1323.896,20.58125727,16.051346341785706,28.65787741,0.116674048
1561,1561,320,3.73,507,351,3400.1,1323.896,23.32767857,15.759785249141876,28.96086798,0.1759256782633004
1562,1562,322,4.04,264,0,4023.99,1226.357,22.76782648,16.590976737574337,29.26207143,0.116674048
1563,1563,330,6.03,650,133,3400.1,954.42,23.32767857,16.420650169120144,29.26207143,0.116674048
1564,1564,306,3.18,403,0,4044.85,1323.896,20.58125727,17.519159207326325,27.60866497,0.1624141674081337
1565,1565,337,6.03,561,386,3400.1,1323.896,20.58125727,17.8862772894456,26.19026488,0.17881239952858588
1566,1566,231,3.9,264,0,3400.1,1323.896,20.60420122,16.107160359483785,28.68406202,0.116674048
1567,1567,305,2.76,552,44,3590.36,911.444,22.45178294,18.43894762,28.47823204,0.13026016911473534
1568,1568,336,5.22,560,61,3753.51,1323.896,21.95108206,16.354178741664974,26.20158369,0.18295110526826583
1569,1569,261,3.16,655,0,4256.91,1323.896,20.58125727,15.692692999999998,27.5082108,0.16192636176211314
1570,1570,341,4.16,556,62,5164.28,867.184,23.29718429,18.43894762,29.26207143,0.116674048
1571,1571,251,2.72,591,54,4432.64,748.162,23.32767857,16.08137243597227,29.26207143,0.17926251293225612
1572,1572,341,2.27,655,32,3400.1,1323.896,20.84777038,16.35198325113218,27.1378346,0.19128837399999998
1573,1573,341,2.3,264,0,3400.1,973.254,21.9490752,17.08821986281428,29.09771391,0.1513904379197468
1574,1574,341,6.03,557,0,3400.1,1323.896,22.2535282,18.309295764605572,27.19616216,0.18061381603850601
1575,1575,332,2.73,264,127,4576.53,890.889,23.32767857,18.43894762,27.04043966,0.116674048
1576,1576,323,6.03,309,77,3792.28,816.18,20.58125727,17.197948894352272,29.26207143,0.116674048
1577,1577,341,2.27,655,0,3400.1,1323.896,21.33040378,18.09266692424519,26.98630799,0.116674048
1578,1578,324,2.59,655,390,3818.91,880.768,20.73049202,16.06098153451823,27.44633662,0.116674048
1579,1579,319,3.97,655,249,5320.75,1323.896,23.32767857,18.43894762,28.35384704,0.17529856939588548
1580,1580,228,2.55,264,0,4518.03,1167.194,21.21796454,15.877630800524749,27.36845215,0.1519415155984821
1581,1581,341,5.06,580,212,3596.26,1323.896,23.32767857,16.453391942578314,27.87017905,0.18458428173118974
1582,1582,226,2.28,264,0,5320.75,945.003,20.92554934,15.90183127669117,28.01682393,0.116674048
1583,1583,291,5.26,264,0,3443.53,1323.896,22.86291795,16.783730182689336,29.26207143,0.116674048
1584,1584,327,2.27,264,0,3735.22,963.009,23.32767857,15.692692999999998,29.26207143,0.17226657131139242
1585,1585,337,2.27,264,144,3416.74,782.68,22.19384724,17.94179679133441,26.22602898,0.116674048
1586,1586,226,2.27,655,0,5061.59,845.737,23.32767857,16.20142720220935,27.7823027,0.116674048
1587,1587,321,2.43,474,118,3585.15,1323.896,21.37466718,16.144261964621187,26.81190671,0.116674048
1588,1588,311,2.87,628,262,3400.1,1323.896,22.28520432,16.43182442015947,28.95348942,0.17733272862710084
1589,1589,341,3.61,264,114,3400.1,766.03,23.17761171,16.054617167666017,27.85745311,0.18816216576837086
1590,1590,341,2.27,655,2,3400.1,1323.896,21.55460357,15.692692999999998,26.46078625,0.13067124228828267
1591,1591,266,2.27,550,139,3400.1,1323.896,22.76508278,16.35382651707224,29.26207143,0.116674048
1592,1592,269,2.8,577,353,3400.1,1323.896,23.32767857,15.949537173262723,29.26207143,0.1745104294301114
1593,1593,341,2.27,612,324,3400.1,1323.896,22.30995558,16.36200758068072,26.19026488,0.116674048
1594,1594,333,5.09,599,390,3400.1,1323.896,22.92872381,16.093624347538526,27.80273527,0.16531274760364867
1595,1595,295,3.27,521,338,4140.9,1323.896,22.78705746,16.595809262193814,27.42477495,0.116674048
1596,1596,226,4.03,645,73,3604.97,880.946,20.89400269,18.43894762,29.26207143,0.13558821243451288
1597,1597,341,2.85,264,0,3400.1,982.02,23.04467034,16.564939378436144,28.23576257,0.17173521945764714
1598,1598,341,4.31,655,227,3400.1,1323.896,20.58125727,15.692692999999998,26.19026488,0.17315272379998725
1599,1599,237,4.67,264,390,3400.1,1323.896,23.07502299,17.482459185359918,29.26207143,0.15474853798416605
1600,1600,326,4.22,563,86,3400.1,953.795,21.63553369,18.43894762,27.86529392,0.15623532993362427
1601,1601,333,3.95,377,191,3657.17,1323.896,23.32767857,16.814838240823175,29.26207143,0.116674048
1602,1602,341,3.97,531,0,4775.79,763.75,21.2932167,16.416670063293676,29.26207143,0.116674048
1603,1603,301,3.72,612,209,4897.53,1323.896,22.90717866,16.280924084325374,27.82934342,0.19128837399999998
1604,1604,318,2.51,655,126,3648.04,713.786,20.94828024,16.03854862441773,27.60107363,0.18280794390072003
1605,1605,332,2.27,525,390,3778.53,1118.816,22.68836064,18.43894762,28.93379081,0.116674048
1606,1606,313,3.73,555,238,3589.73,999.241,23.32767857,17.987665380927222,26.97381262,0.116674048
1607,1607,226,5.16,655,84,5320.75,819.43,21.38992413,18.43894762,29.26207143,0.116674048
1608,1608,226,2.99,264,133,5151.37,1282.295,20.58125727,16.854232829828902,28.26519059,0.116674048
1609,1609,304,5.27,417,0,4000.06,1323.896,20.85213905,15.821411047787524,27.65481191,0.116674048
1610,1610,323,2.94,498,390,3400.1,1323.896,22.83016539,15.906793848495346,26.19026488,0.116674048
1611,1611,302,2.27,264,273,5320.75,840.958,22.7154806,16.09931107492487,28.9646482,0.1905487192739768
1612,1612,337,2.81,612,163,4341.22,1323.896,20.58125727,16.68509911850615,26.35160475,0.144641499352777
1613,1613,318,2.27,593,227,4380.59,1323.896,22.92857698,18.43894762,27.81726847,0.12375330884139006
1614,1614,328,5.0,264,0,3400.1,809.896,21.35208361,16.93575674723772,29.26207143,0.116674048
1615,1615,318,4.52,655,328,3400.1,677.728,23.127164,15.88111599391627,28.11466362,0.116674048
1616,1616,341,2.27,602,65,4339.83,917.264,22.35931991,18.43894762,29.26207143,0.19128837399999998
1617,1617,321,5.5,655,109,3400.1,865.936,21.07622866,16.200523529245867,26.19026488,0.116674048
1618,1618,341,6.03,655,384,4658.13,1323.896,21.71204285,17.74427097314584,29.26207143,0.17695446398599168
1619,1619,226,6.03,624,133,3400.1,1316.638,21.11403456,16.773709300820624,28.45699486,0.19128837399999998
1620,1620,311,4.63,589,138,3400.1,1323.896,23.32767857,18.42284356445306,27.95264701,0.15712845903590644
1621,1621,306,5.07,264,335,3466.65,1323.896,23.32767857,16.40722506422426,29.26207143,0.116674048
1622,1622,341,4.11,587,0,3400.1,1323.896,23.32767857,16.747723255986855,26.19026488,0.14772527887252584
1623,1623,336,3.52,541,209,5098.18,682.196,23.09389844,16.531285573395376,29.26207143,0.11929397659457605
1624,1624,226,2.27,264,293,3400.1,856.878,21.68808304,17.858833203412317,28.09319378,0.116674048
1625,1625,299,2.46,332,271,4912.34,1323.896,20.58125727,15.901281365494532,29.26207143,0.19128837399999998
1626,1626,288,2.27,655,0,3400.1,1323.896,21.62570201,15.894322939730083,28.38946718,0.1829017112956285
1627,1627,226,2.87,264,290,4089.5,822.713,22.21981612,16.535754047078516,27.86504469,0.11999157118562764
1628,1628,331,4.06,271,372,3400.1,915.29,21.45424892,15.697178750953316,29.26207143,0.17860630858036472
1629,1629,324,6.03,655,338,3400.1,1323.896,23.19597048,17.87777565036943,27.28308045,0.1585045997330639
1630,1630,341,6.03,643,390,3407.36,1323.896,20.58125727,18.43894762,29.26207143,0.116674048
1631,1631,284,2.27,655,0,3400.1,1316.551,21.4164146,18.43894762,28.41271563,0.15807337147700465
1632,1632,308,5.9,655,25,3636.34,948.428,22.74026297,15.830062434056362,29.26207143,0.19128837399999998
1633,1633,313,5.56,492,390,5320.75,1165.952,22.06203828,18.43894762,28.25868569,0.116674048
1634,1634,325,4.17,333,389,3400.1,1323.896,21.13315397,18.43894762,28.26697881,0.17538117851274412
1635,1635,226,4.79,650,290,3400.1,1323.896,23.19671602,16.502303254254638,27.06921871,0.16419034147346614
1636,1636,314,4.94,264,65,3400.1,952.555,23.32767857,15.692692999999998,26.19026488,0.15032963082409095
1637,1637,293,2.27,562,0,4918.41,1277.951,21.37349215,16.109918844105824,28.27607774,0.116674048
1638,1638,323,2.98,264,0,3400.1,1320.185,23.32767857,15.738474679093525,28.33033986,0.17087470332532875
1639,1639,341,3.74,348,0,3400.1,1323.896,22.92217519,15.827847850994281,29.26207143,0.1471341887412623
1640,1640,257,2.37,604,291,3725.99,1323.896,20.58125727,16.835719270220213,29.26207143,0.14482560219899135
1641,1641,341,4.95,264,390,4600.41,800.587,22.19727462,18.43894762,26.47979703,0.15415091319377805
1642,1642,340,5.43,264,0,3400.1,1323.896,21.08933738,16.04229879806213,29.26207143,0.15717799853702882
1643,1643,300,2.27,568,344,3759.1,1323.896,23.26531503,18.43894762,28.15609368,0.116674048
1644,1644,329,3.51,264,390,3742.08,727.937,23.32767857,18.43894762,29.26207143,0.161947872258183
1645,1645,226,2.27,602,177,3434.99,774.004,23.32767857,16.540824621963374,26.92118734,0.116674048
1646,1646,230,3.96,306,390,3400.1,1323.896,20.58125727,15.79738490370198,29.26207143,0.15220804102090682
1647,1647,324,2.81,264,179,3773.52,719.1,23.22384742,18.43894762,28.23551858,0.16278004133823354
1648,1648,339,4.93,655,25,4495.1,1323.896,22.75207225,15.759471009161206,26.96641489,0.16776239102429702
1649,1649,227,3.89,264,376,3400.1,1323.896,21.6641477,18.43894762,28.52436059,0.116674048
1650,1650,229,3.59,264,0,3400.1,700.705,22.1826158,16.391075530566972,28.78176045,0.14154371233177138
1651,1651,291,6.03,264,0,4967.83,1270.072,20.60882752,18.43894762,27.9806916,0.17643984900222157
1652,1652,303,5.95,655,312,5193.15,1323.896,20.6222152,16.14967249677288,29.26207143,0.15633481743687958
1653,1653,338,6.03,419,68,3400.1,1323.896,21.20424615,16.743916736898477,27.83807948,0.18622711523094967
1654,1654,248,3.91,621,215,3560.26,1323.896,23.32767857,18.43894762,28.21118223,0.19128837399999998
1655,1655,341,2.27,625,17,3666.65,835.105,23.32767857,18.18270071667726,29.26207143,0.17796872822722398
1656,1656,310,5.12,323,159,3400.1,1269.542,23.32767857,16.543368488516073,26.98745114,0.19128837399999998
1657,1657,334,4.89,264,0,3400.1,1236.726,23.32767857,16.730627093680777,29.26207143,0.116674048
1658,1658,233,2.32,577,156,3400.1,766.24,23.32767857,16.404115096661542,27.40324146,0.1716730251787908
1659,1659,226,2.31,298,390,3400.1,1323.896,21.22497381,18.314305071327073,27.06385994,0.17432819129357596
1660,1660,334,5.23,404,266,3400.1,1323.896,20.8412513,15.852612918558004,29.26207143,0.1604087513292732
1661,1661,341,5.08,588,5,3400.1,1323.896,23.04825426,15.692692999999998,27.72552545,0.116674048
1662,1662,337,6.03,575,0,3404.68,804.167,20.83341755,16.005140506654055,27.52593578,0.16423647145008258
1663,1663,297,3.66,583,195,4741.5,1323.896,21.44835021,18.43894762,29.26207143,0.14154921743008247
1664,1664,312,2.27,655,10,3778.21,918.945,23.32767857,15.925456550323604,28.88301892,0.13732611512256085
1665,1665,301,2.27,655,99,4777.03,1185.555,22.78008539,18.14154443489452,29.26207143,0.116674048
1666,1666,263,3.61,566,336,3400.1,1323.896,21.17493025,18.362136171747732,28.89418155,0.1176698977662242
1667,1667,318,2.27,264,390,3731.97,1323.896,23.32767857,16.660468172202275,29.26207143,0.116674048
1668,1668,334,3.39,655,390,3830.8,1323.896,23.32767857,16.305383528602416,26.19026488,0.116674048
1669,1669,331,3.68,655,72,3400.1,1323.896,20.58125727,18.43894762,26.19026488,0.15651107103361045
1670,1670,324,2.27,655,359,3611.95,1323.896,20.58125727,16.302680587705993,28.80240679,0.116674048
1671,1671,245,4.71,264,0,4115.11,1210.017,23.32767857,16.310036533334994,29.26207143,0.177985076291773
1672,1672,320,2.73,610,190,3977.84,783.204,20.58125727,16.118192774578528,28.75389298,0.14439539791897066
1673,1673,273,5.46,264,100,3400.1,1323.896,22.32610708,15.928648695940845,26.91555219,0.18863573557589627
1674,1674,330,2.27,536,135,3400.1,834.162,21.38026442,16.190268465729254,28.26035597,0.18249815642990272
1675,1675,238,4.39,571,110,4661.96,1323.896,20.58125727,18.43894762,29.26207143,0.12652479981093195
1676,1676,322,4.89,655,161,3911.26,835.938,21.36495694,16.389129716196653,29.26207143,0.125196619773858
1677,1677,300,4.07,640,378,3874.17,1323.896,20.61937519,16.52508648470611,29.26207143,0.17283297109291076
1678,1678,316,3.38,264,273,4669.74,851.95,22.21423758,16.44083441023096,27.02447845,0.16079023875156917
1679,1679,245,5.33,264,0,3717.04,1179.374,23.32767857,18.43894762,29.13829793,0.16992428925097772
1680,1680,341,3.65,592,0,5210.75,1323.896,23.32767857,17.457060930986785,28.68433317,0.116674048
1681,1681,226,6.03,641,0,4319.1,1323.896,20.66738279,16.19620266436656,29.26207143,0.17025349729751627
1682,1682,226,2.27,618,390,3400.1,689.866,22.71544027,18.40566865433824,26.78404965,0.18068449838478873
1683,1683,303,2.27,264,185,4474.49,775.955,23.10278873,16.516563980526687,27.93403246,0.12983329550732184
1684,1684,341,2.27,264,0,4595.48,721.953,20.72344309,18.43894762,28.5329609,0.11835636360425575
1685,1685,330,5.96,655,22,4168.08,869.09,22.68405476,18.43894762,26.58559279,0.116674048
1686,1686,341,3.41,264,185,3405.96,946.966,20.62211035,18.43894762,27.98198911,0.16634714073217585
1687,1687,341,4.29,264,0,3400.1,1304.514,22.24226896,16.26696274494822,29.26207143,0.16143202885351687
1688,1688,226,5.41,264,144,3400.1,862.759,22.23707882,16.589837319480242,27.92027684,0.15012957620776676
1689,1689,312,5.41,572,129,4099.65,1323.896,23.32767857,16.566996440614886,27.09349134,0.116674048
1690,1690,325,4.84,569,80,5129.78,1323.896,21.95898168,15.692692999999998,29.26207143,0.18445272252180966
1691,1691,259,5.2,581,216,3956.64,781.491,20.98043549,16.17701602544991,29.26207143,0.116674048
1692,1692,226,2.53,330,63,3762.28,1298.694,20.72410946,16.272092932622677,26.92653827,0.18451590121515485
1693,1693,341,3.06,396,298,3400.1,1323.896,20.58125727,16.288667132238405,29.26207143,0.19128837399999998
1694,1694,307,6.03,655,390,3400.1,1323.896,21.31980235,15.801975058433959,29.26207143,0.18455295225681181
1695,1695,296,5.44,655,194,3879.14,1323.896,22.06808398,16.564542013291234,29.09959289,0.1274498054944669
1696,1696,310,5.49,264,266,3400.1,1323.896,21.79184366,16.608065363091953,27.36836616,0.19128837399999998
1697,1697,341,2.27,611,178,3400.1,1186.933,23.04789475,15.692692999999998,26.19026488,0.1653209861936722
1698,1698,321,5.58,655,0,4073.86,1249.902,23.16093696,16.58994291469732,27.22454066,0.116674048
1699,1699,341,2.27,264,0,3400.1,940.615,20.77205195,16.66202965045029,27.42751314,0.16312051234120584
1700,1700,226,2.93,264,292,3540.67,1323.896,20.58125727,15.870912604254993,26.19026488,0.17295791258591992
1701,1701,299,2.27,325,0,3400.1,1323.896,21.03228794,18.43894762,27.27569061,0.16854104793089758
1702,1702,238,2.49,550,0,5320.75,759.601,22.51102323,15.692692999999998,29.12938146,0.116674048
1703,1703,290,2.27,443,0,5062.1,1248.96,22.36724274,16.161591166030107,29.26207143,0.116674048
1704,1704,341,4.25,650,266,3695.74,1323.896,21.17649089,15.692692999999998,27.10988449,0.116674048
1705,1705,341,5.57,556,0,3566.65,1323.896,21.36613133,17.230207703583734,29.26207143,0.15954514517859641
1706,1706,341,6.03,655,84,3400.1,949.224,23.32767857,17.859503008050257,26.19026488,0.16549566852044462
1707,1707,226,4.67,613,390,3400.1,822.991,23.22255015,17.563073219141152,29.26207143,0.19128837399999998
1708,1708,321,2.27,581,0,4462.48,1323.896,22.7672501,18.43894762,29.18171735,0.1736649899029467
1709,1709,341,2.95,264,0,3400.1,1323.896,21.31658633,16.65870929423942,28.14783294,0.12169704092466718
1710,1710,326,2.27,472,345,4293.85,987.344,23.32767857,15.692692999999998,26.68187967,0.12704614768348577
1711,1711,341,3.13,655,272,5320.75,1323.896,22.38704781,17.152734129016032,29.26207143,0.1810222229479312
1712,1712,226,4.22,270,367,3400.1,1323.896,22.40526128,18.43894762,27.10534138,0.17361866005262153
1713,1713,227,3.22,655,72,4309.77,1323.896,20.86361696,16.06936156132427,27.36303229,0.16404024361286795
1714,1714,341,6.03,655,230,4258.09,1323.896,22.41863675,15.692692999999998,27.28037432,0.18060449200294018
1715,1715,261,2.28,264,0,3400.1,1323.896,22.77612667,16.28861790257759,28.33678272,0.16520422201553495
1716,1716,309,2.27,516,390,3818.89,676.891,21.21989982,18.43894762,26.78775308,0.1441518568793874
1717,1717,341,2.27,560,70,3774.91,1323.896,21.19394963,16.63403465059818,27.48818077,0.19128837399999998
1718,1718,318,6.03,264,295,3688.06,599.974,20.91354633,16.66966129019769,27.38914821,0.17628338110509642
1719,1719,249,6.03,655,0,3400.1,1323.896,21.42391333,15.763935083043636,26.45488197,0.116674048
1720,1720,289,3.8,642,118,3438.51,890.648,20.58125727,16.858980511148523,26.99588487,0.15891581435747054
1721,1721,234,2.27,471,92,3959.63,796.996,21.86218669,15.692692999999998,27.29527998,0.116674048
1722,1722,313,5.34,600,0,3746.52,807.534,22.01198631,15.717093632055185,29.26207143,0.12851187549288934
1723,1723,305,2.27,628,390,4193.01,1323.896,22.03690568,18.43894762,26.68929905,0.16804634299459525
1724,1724,304,2.27,655,0,3400.1,1323.896,21.29071807,18.43894762,27.77299791,0.116674048
1725,1725,341,6.03,517,17,4044.66,766.137,21.92138615,15.930132042648088,28.57867396,0.116674048
1726,1726,226,3.14,583,266,4805.5,950.913,23.32767857,15.887777592550288,27.14744044,0.116674048
1727,1727,341,2.27,583,267,4007.43,898.971,21.40995967,15.845254324529597,26.63743277,0.116674048
1728,1728,226,4.87,264,0,4557.9,676.875,23.32767857,16.69483881402232,29.26207143,0.16958786532587422
1729,1729,291,5.71,647,193,3448.71,1083.492,22.69330869,16.35789810668207,27.49904827,0.13761661765418798
1730,1730,341,2.27,357,345,3400.1,1323.896,23.32767857,16.434791870259502,29.26207143,0.15276527433153486
1731,1731,229,2.81,518,237,3400.1,767.811,20.91404317,15.692692999999998,28.67999969,0.116674048
1732,1732,226,3.65,534,0,3400.1,648.363,22.939676,16.03466000237462,27.18645074,0.12606553661991374
1733,1733,317,5.85,387,390,3400.1,718.598,23.32767857,16.745327759934693,27.84308536,0.18521814891956448
1734,1734,341,4.63,264,390,3400.1,1323.896,23.32767857,15.882057244961254,28.01011333,0.12368748137324453
1735,1735,341,2.65,264,75,5320.75,942.788,23.32767857,17.987337906914252,27.72408205,0.116674048
1736,1736,266,4.37,655,390,3923.13,1323.896,23.19239641,16.15868773854271,29.26207143,0.116674048
1737,1737,341,2.27,264,154,3400.1,1137.393,20.98090715,15.692692999999998,27.89734811,0.18107550898689317
1738,1738,341,3.64,655,181,3463.77,1323.896,22.90750914,18.43894762,27.3026949,0.116674048
1739,1739,226,4.15,591,390,3400.1,1323.896,20.58125727,16.61990092722959,29.26207143,0.116674048
1740,1740,341,6.03,632,0,4808.1,733.803,20.72318871,16.340097214565418,29.26207143,0.17511649465975426
1741,1741,320,2.27,546,0,4148.04,1323.896,20.58125727,18.43894762,26.84546224,0.19128837399999998
1742,1742,341,6.03,655,324,3400.1,599.974,21.84251389,16.589284648385835,27.15464705,0.17379916789559086
1743,1743,325,2.27,333,0,3665.79,744.298,21.55402317,16.44784935627132,29.26207143,0.18038530057320387
1744,1744,336,4.57,573,71,3400.1,1323.896,20.72316166,16.823426287165763,28.50551039,0.116674048
1745,1745,226,5.84,300,0,3400.1,1323.896,21.02163818,15.906602358193927,29.26207143,0.1630163883514808
1746,1746,320,6.03,264,40,3400.1,746.846,20.96707945,18.43894762,28.1533878,0.15053254860810797
1747,1747,314,2.27,558,185,4335.72,908.789,23.32767857,18.43894762,26.19026488,0.12213434785950872
1748,1748,226,3.43,264,194,5031.99,1323.896,23.32767857,17.043487746898652,29.26207143,0.116674048
1749,1749,294,5.15,264,298,3626.32,773.943,21.50075569,15.96612315913275,29.26207143,0.13692204382184778
1750,1750,337,6.03,264,159,4852.89,1323.896,23.32767857,15.88003894850954,28.58326952,0.17522286394610515
1751,1751,300,4.96,611,53,3400.1,1323.896,20.58125727,15.692692999999998,28.06089241,0.116674048
1752,1752,324,2.6,264,211,4734.27,1323.896,23.11607256,16.94148125878963,29.26207143,0.116674048
1753,1753,340,5.92,601,116,3400.1,1323.896,22.8160684,16.34848064896199,29.26207143,0.18594251677132892
1754,1754,286,4.81,620,0,3624.73,1323.896,20.9491191,15.692692999999998,29.26207143,0.116674048
1755,1755,284,6.03,264,0,3400.1,1323.896,23.32767857,18.43894762,27.41140926,0.15889432746303273
1756,1756,226,2.27,469,20,5320.75,1323.896,23.29384095,15.849931678500964,29.26207143,0.17348423550043887
1757,1757,306,2.27,369,390,3400.1,1271.846,22.12095062,16.767717473814088,27.34951011,0.164252677268744
1758,1758,341,4.96,499,0,3400.1,1323.896,23.32767857,16.290143059919505,27.17335164,0.15412336340787874
1759,1759,341,4.11,649,390,3557.64,632.303,21.76527456,16.143713182188915,28.41241838,0.19128837399999998
1760,1760,266,6.03,471,53,3400.1,1183.622,23.19350179,15.885920192939476,29.26207143,0.1721824901319636
1761,1761,341,3.99,533,18,3400.1,1323.896,20.58125727,15.965774266963104,27.78908047,0.16906488628391309
1762,1762,226,2.38,264,350,4121.76,628.824,23.32767857,16.43132879613944,29.26207143,0.16809820511574905
1763,1763,311,5.12,264,53,3719.34,1323.896,21.95958995,16.13011286700592,29.26207143,0.118889913068053
1764,1764,226,2.27,283,343,3938.04,898.903,23.32767857,18.01661806067441,28.83827128,0.16670051599028504
1765,1765,226,3.63,264,311,4250.38,1293.334,23.32767857,17.89340610138522,27.16429766,0.16890757400368214
1766,1766,341,5.86,264,0,3400.1,745.084,23.24713729,16.61163579635831,29.26207143,0.19128837399999998
1767,1767,318,2.82,525,385,3753.76,1323.896,23.32767857,18.43894762,29.26207143,0.13069910680740623
1768,1768,282,2.27,264,0,3400.1,1323.896,23.32767857,18.43894762,28.86177792,0.116674048
1769,1769,319,2.27,655,390,3400.1,1318.112,20.58125727,15.846888995817695,28.03571672,0.116674048
1770,1770,332,5.84,650,300,4023.39,736.56,20.79246748,16.613802542862768,26.19026488,0.116674048
1771,1771,332,2.71,303,239,3641.42,804.313,20.988024,18.43894762,29.26207143,0.19128837399999998
1772,1772,341,3.67,515,0,3400.1,831.377,23.32767857,16.58184663995905,29.26207143,0.15754814130268893
1773,1773,303,2.76,608,195,3451.33,958.819,22.87051334,18.43894762,26.7758208,0.13118735199662818
1774,1774,243,5.49,655,390,3498.59,1323.896,21.32835353,15.956524502786317,29.08990659,0.116674048
1775,1775,234,2.27,264,390,3453.88,628.16,20.58125727,15.852758425179147,26.19026488,0.16534424011369778
1776,1776,341,2.27,540,243,4261.2,1232.929,22.89462514,16.579973026418635,27.36407056,0.17056831151916163
1777,1777,322,4.44,597,11,3400.1,816.213,23.23746518,16.084030015825366,27.10004601,0.1651092892985473
1778,1778,339,3.29,591,255,4651.83,897.023,23.32767857,15.973270835835356,26.25696929,0.16185331302783357
1779,1779,226,6.03,264,183,5320.75,1323.896,21.36268442,18.43894762,28.30939696,0.116674048
1780,1780,311,6.03,264,304,3862.45,1323.896,22.5782469,16.30293868262154,29.09573056,0.13623247705377023
1781,1781,320,4.03,508,309,3400.1,624.347,21.95486811,18.43894762,26.80855934,0.1703462138965217
1782,1782,322,6.03,619,188,3400.1,846.975,23.32767857,16.609971769680044,29.16331699,0.1178139943218757
1783,1783,305,3.78,655,0,3400.1,1323.896,22.38538348,15.692692999999998,29.04148961,0.14357851036508099
1784,1784,341,2.83,264,195,3400.1,1323.896,20.58663505,15.692692999999998,28.34184148,0.116674048
1785,1785,226,2.27,650,144,3400.1,757.972,21.92820758,16.498686116953394,28.91631008,0.116674048
1786,1786,294,4.3,276,0,3799.97,1323.896,20.58125727,16.749298284418384,29.26207143,0.1533961370314503
1787,1787,334,6.03,518,35,3400.1,629.134,23.11003708,15.921143332478334,28.39721439,0.19128837399999998
1788,1788,276,2.82,264,298,3400.1,888.898,23.07007932,16.033964182411047,28.62695451,0.116674048
1789,1789,304,6.03,475,0,4676.07,848.282,21.37196109,16.173443307093432,29.26207143,0.1595385566408691
1790,1790,304,3.1,616,274,4434.0,1323.896,20.89129043,18.43894762,29.26207143,0.16111469943279225
1791,1791,341,2.72,264,390,4110.53,1323.896,20.58125727,16.46781446926651,26.51932087,0.12259916473752568
1792,1792,299,2.27,528,0,3869.07,1323.896,22.42638191,16.134613331950725,26.97686866,0.15713100900424717
1793,1793,341,3.52,405,171,5320.75,867.489,22.20839787,16.213283853318963,29.26207143,0.12290761641625873
1794,1794,226,2.27,264,256,4750.01,1323.896,23.32767857,15.914767873417832,26.66900493,0.116674048
1795,1795,327,6.03,655,73,3724.03,1323.896,22.67617453,18.43894762,28.40705106,0.1777222452826524
1796,1796,341,3.48,339,0,3400.1,873.837,22.1431744,15.973695797452384,26.70516126,0.116674048
1797,1797,341,5.78,633,385,5320.75,911.221,20.58125727,15.776146825130958,28.68796947,0.116674048
1798,1798,262,2.84,655,390,3823.2,599.974,23.32767857,18.43894762,29.26207143,0.19128837399999998
1799,1799,341,2.27,525,39,5320.75,907.888,23.32767857,15.692692999999998,28.5752667,0.116674048
1800,1800,314,5.96,552,50,3400.1,976.44,22.43761924,15.953764159022974,27.09915983,0.1493950826372033
1801,1801,249,2.27,264,0,5013.94,1323.896,21.83375127,17.225735710996233,29.26207143,0.116674048
1802,1802,322,4.26,580,0,3525.87,1323.896,20.83817409,15.692692999999998,28.37505833,0.19128837399999998
1803,1803,323,3.48,328,268,3928.66,1227.467,21.80835103,16.4693491277726,29.26207143,0.16326294497212748
